pk,name,category,direct_parents
14479,Utica,other,1343
14480,Achille,other,1343
14481,Durant,other,1343
14482,Hendrix,other,1343
14483,Sand Point,other,1343
14484,Bokchito,other,1343
14485,Silo,other,1343
14486,Armstrong,other,1343
14487,Caddo,other,1343
14488,Mead,other,1343
14489,Platter,other,1343
14490,Calera,other,1343
14491,Colbert,other,1343
14492,Albany,other,1343
14493,Blue,other,1343
14494,Cartwright,other,1343
14495,Kenefic,other,1343
14496,Hollis,other,1344
14497,Gould,other,1344
14498,Yoncalla,other,1345
14499,Elkton,other,1345
14500,Oakland,other,1345
14501,Winchester Bay,other,1345
14502,Dillard,other,1345
14503,Gardiner,other,1345
14504,Glendale,other,1345
14505,Glide,other,1345
14506,Roseburg North,other,1345
14507,Roseburg,other,1345
14508,Sutherlin,other,1345
14509,Canyonville,other,1345
14510,Myrtle Creek,other,1345
14511,Melrose,other,1345
14512,Days Creek,other,1345
14513,Green,other,1345
14514,Fair Oaks,other,1345
14515,Lookingglass,other,1345
14516,Riddle,other,1345
14517,Winston,other,1345
14518,Tri-City,other,1345
14519,Reedsport,other,1345
14520,Drain,other,1345
14521,Adrian,other,1346
14522,Jordan Valley,other,1346
14523,Brogan,other,1346
14524,Nyssa,other,1346
14525,Vale,other,1346
14526,Ontario,other,1346
14527,Annex,other,1346
14528,Harper,other,1346
14529,Juntura,other,1346
14530,Antelope,other,1347
14531,Pine Grove,other,1347
14532,Mosier,other,1347
14533,Pine Hollow,other,1347
14534,Rowena,other,1347
14535,Dufur,other,1347
14536,Maupin,other,1347
14537,Tygh Valley,other,1347
14538,Chenoweth,other,1347
14539,Shaniko,other,1347
14540,Wamic,other,1347
14541,The Dalles,other,1347
14542,Sportsmans Park,other,1347
14543,Sumpter,other,1348
14544,Greenhorn,other,"2009,1348"
14545,Richland,other,1348
14546,Halfway,other,1348
14547,Haines,other,1348
14548,Huntington,other,1348
14549,Baker City,other,1348
14550,Unity,other,1348
14551,Lexington,other,1349
14552,Ione,other,1349
14553,Irrigon,other,1349
14554,Boardman,other,1349
14555,Heppner,other,1349
14556,Jacobus,other,1350
14557,North York,other,1350
14558,Jefferson,other,"1767,1350"
14559,Railroad,other,1350
14560,Wellsville,other,1350
14561,Yorkana,other,1350
14562,Queens Gate,other,1350
14563,Dover,other,1350
14564,Franklintown,other,1350
14565,Dallastown,other,1350
14566,West York,other,1350
14567,Yorklyn,other,1350
14568,Seven Valleys,other,1350
14569,Glen Rock,other,1350
14570,Valley Green,other,1350
14571,Cross Roads,other,1350
14572,Fawn Grove,other,1350
14573,Yoe,other,1350
14574,Manchester,other,1350
14575,Lewisberry,other,1350
14576,Wrightsville,other,1350
14577,Goldsboro,other,1350
14578,Spry,other,1350
14579,Shiloh,other,1350
14580,Valley View,other,"3120,1350"
14581,Susquehanna Trails,other,1350
14582,Dillsburg,other,1350
14583,Felton,other,1350
14584,Mount Wolf,other,1350
14585,New Freedom,other,1350
14586,New Salem,other,"1754,1350"
14587,Red Lion,other,1350
14588,Shrewsbury,other,1350
14589,Stewartstown,other,1350
14590,Winterstown,other,1350
14591,York,other,1350
14592,York Haven,other,1350
14593,New Market,other,1350
14594,Tyler Run,other,1350
14595,Pennville,other,1350
14596,Weigelstown,other,1350
14597,Parkville,other,1350
14598,Grantley,other,1350
14599,Pleasureville,other,1350
14600,Spring Grove,other,1350
14601,Delta,other,1350
14602,Hallam,other,1350
14603,Stonybrook,other,1350
14604,Emigsville,other,1350
14605,Loganville,other,1350
14606,Hanover,other,1350
14607,Windsor,other,1350
14608,East York,other,1350
14609,East Prospect,other,1350
14610,Philadelphia,other,1351
14611,Benson,other,1352
14612,Jerome,other,1352
14613,Boswell,other,1352
14614,Paint,other,1352
14615,Ursina,other,1352
14616,New Centerville,other,1352
14617,Salisbury,other,1352
14618,Rockwood,other,1352
14619,Wellersburg,other,1352
14620,Hooversville,other,1352
14621,Windber,other,1352
14622,New Baltimore,other,1352
14623,Meyersdale,other,1352
14624,Edie,other,1352
14625,Addison,other,1352
14626,Berlin,other,1352
14627,Central City,other,1352
14628,Garrett,other,1352
14629,Jennerstown,other,1352
14630,Seven Springs,other,"1352,1754"
14631,Stoystown,other,1352
14632,Casselman,other,1352
14633,Cairnbrook,other,1352
14634,Friedens,other,1352
14635,Callimont,other,1352
14636,Indian Lake,other,1352
14637,Davidsville,other,1352
14638,Confluence,other,1352
14639,Shanksville,other,1352
14640,Somerset,other,1352
14641,Awendaw,other,1353
14642,Hollywood,other,1353
14643,Meggett,other,1353
14644,Rockville,other,1353
14645,James Island,other,1353
14646,Isle of Palms,other,1353
14647,Charleston,other,"1353,1688"
14648,Folly Beach,other,1353
14649,Ladson,other,"1353,1688"
14650,Kiawah Island,other,1353
14651,McClellanville,other,1353
14652,Ravenel,other,1353
14653,Adams Run,other,1353
14654,Sullivan's Island,other,1353
14655,Mount Pleasant,other,1353
14656,Seabrook Island,other,1353
14657,Monetta,other,"3680,1354"
14658,North Augusta,other,"3438,1354"
14659,Salley,other,1354
14660,Warrenville,other,1354
14661,Perry,other,1354
14662,Windsor,other,1354
14663,Beech Island,other,1354
14664,Wagener,other,1354
14665,Burnettown,other,1354
14666,Gloverville,other,1354
14667,Aiken,other,1354
14668,Jackson,other,1354
14669,Graniteville,other,1354
14670,Clearwater,other,1354
14671,Belvedere,other,1354
14672,Langley,other,1354
14673,New Ellenton,other,1354
14674,Smyrna,other,"2230,1355"
14675,Cherokee Falls,other,1355
14676,East Gaffney,other,1355
14677,Blacksburg,other,1355
14678,Gaffney,other,1355
14679,Jefferson,other,1356
14680,Elk Point,other,1356
14681,Alcester,other,1356
14682,Richland,other,1356
14683,North Sioux City,other,1356
14684,Beresford,other,"3243,1356"
14685,Dakota Dunes,other,1356
14686,Soddy-Daisy,other,1357
14687,Ridgeside,other,1357
14688,Lakesite,other,1357
14689,Fairmount,other,1357
14690,Mowbray Mountain,other,1357
14691,Falling Water,other,1357
14692,Ooltewah,other,1357
14693,Lookout Mountain,other,1357
14694,East Ridge,other,1357
14695,Chattanooga,other,1357
14696,Red Bank,other,1357
14697,Walden,other,1357
14698,Flat Top Mountain,other,1357
14699,Sale Creek,other,1357
14700,Middle Valley,other,1357
14701,Harrison,other,1357
14702,Signal Mountain,other,1357
14703,Apison,other,1357
14704,Collegedale,other,1357
14705,Red Boiling Springs,other,1358
14706,Lafayette,other,1358
14707,Bowman,other,1359
14708,Elberton,other,1359
14709,Dewy Rose,other,1359
14710,Tallula,other,1360
14711,Greenview,other,1360
14712,Athens,other,1360
14713,Oakford,other,1360
14714,Petersburg,other,1360
14715,Lake Petersburg,other,1360
14716,Varnell,other,1361
14717,Dalton,other,1361
14718,Cohutta,other,1361
14719,Tunnel Hill,other,1361
14720,Waynesville,other,1362
14721,Weldon,other,1362
14722,De Witt,other,1362
14723,Clinton,other,1362
14724,Lane,other,1362
14725,Wapella,other,1362
14726,Kenney,other,1362
14727,Farmer City,other,1362
14728,Palestine,other,1363
14729,Frankston,other,"1363,2299"
14730,Elkhart,other,1363
14731,Neches,other,1363
14732,Pyote,other,1364
14733,Barstow,other,1364
14734,Thorntonville,other,1364
14735,Southwest Sandhill,other,1364
14736,Grandfalls,other,1364
14737,Monahans,other,"1364,3716"
14738,Wickett,other,1364
14739,Bertram,other,1365
14740,Marble Falls,other,1365
14741,Burnet,other,1365
14742,Highland Haven,other,1365
14743,Horseshoe Bay,other,"3140,1365"
14744,Cottonwood Shores,other,1365
14745,Briggs,other,1365
14746,Meadowlakes,other,1365
14747,Granite Shoals,other,1365
14748,Troup,other,"2298,1366"
14749,Wells,other,1366
14750,Cuney,other,1366
14751,Rusk,other,1366
14752,Bullard,other,"2298,1366"
14753,Gallatin,other,1366
14754,New Summerfield,other,1366
14755,Shadybrook,other,1366
14756,Reklaw,other,"1366,1590"
14757,Alto,other,1366
14758,Jacksonville,other,1366
14759,Browndell,other,1367
14760,Buna,other,1367
14761,Jasper,other,1367
14762,Evadale,other,1367
14763,Sam Rayburn,other,1367
14764,Kirbyville,other,1367
14765,Richland Springs,other,1368
14766,San Saba,other,1368
14767,Somerville,other,1369
14768,Cade Lakes,other,1369
14769,Tunis,other,1369
14770,Snook,other,1369
14771,Deanville,other,1369
14772,Caldwell,other,1369
14773,Beaver Creek,other,1369
14774,Clay,other,1369
14775,Lyons,other,1369
14776,Mertzon,other,1370
14777,Pecan Gap,other,"1371,3145"
14778,Cooper,other,1371
14779,Point Blank,other,1372
14780,Cleveland,other,"1997,3669,1372"
14781,Shepherd,other,1372
14782,Coldspring,other,1372
14783,Cape Royale,other,1372
14784,Oakhurst,other,1372
14785,Wortham,other,1373
14786,Kirvin,other,1373
14787,Streetman,other,"1588,1373"
14788,Teague,other,1373
14789,Fairfield,other,1373
14790,Oakwood,other,"1373,1998"
14791,Crowell,other,1374
14792,Sonora,other,1375
14793,Goshen,other,1376
14794,American Fork,other,1376
14795,Fairfield,other,1376
14796,Woodland Hills,other,1376
14797,Highland,other,1376
14798,Lehi,other,1376
14799,Draper,other,"1376,2409"
14800,Vineyard,other,1376
14801,Bluffdale,other,"1376,2409"
14802,Santaquin,other,"3195,1376"
14803,Hobble Creek,other,1376
14804,Palmyra,other,1376
14805,Cedar Fort,other,1376
14806,Cedar Hills,other,1376
14807,Elk Ridge,other,1376
14808,Lindon,other,1376
14809,Mapleton,other,1376
14810,Pleasant Grove,other,1376
14811,Salem,other,1376
14812,Spanish Fork,other,1376
14813,Springville,other,1376
14814,Provo,other,1376
14815,West Mountain,other,1376
14816,Elberta,other,1376
14817,Lake Shore,other,1376
14818,Spring Lake,other,1376
14819,Genola,other,1376
14820,Orem,other,1376
14821,Saratoga Springs,other,1376
14822,Sundance,other,1376
14823,Payson,other,1376
14824,Benjamin,other,1376
14825,Eagle Mountain,other,1376
14826,Alpine,other,1376
14827,Wallsburg,other,1377
14828,Interlaken,other,1377
14829,Charleston,other,1377
14830,Hideout,other,1377
14831,Independence,other,1377
14832,Midway,other,1377
14833,Timber Lakes,other,1377
14834,Heber,other,1377
14835,Daniel,other,1377
14836,Morgan,other,1378
14837,Enterprise,other,"2764,1378"
14838,Mountain Green,other,1378
14839,Cleveland,other,1379
14840,Clawson,other,1379
14841,Castle Dale,other,1379
14842,Emery,other,1379
14843,Elmo,other,1379
14844,Green River,other,1379
14845,Ferron,other,1379
14846,Orangeville,other,1379
14847,Huntington,other,1379
14848,Altamont,other,1380
14849,Tabiona,other,1380
14850,Myton,other,1380
14851,Roosevelt,other,1380
14852,Neola,other,1380
14853,Bluebell,other,1380
14854,Duchesne,other,1380
14855,Washington,other,1381
14856,Sperryville,other,1381
14857,Chester Gap,other,"1381,1730"
14858,Flint Hill,other,1381
14859,Innsbrook,other,1382
14860,Dumbarton,other,1382
14861,Glen Allen,other,1382
14862,Highland Springs,other,1382
14863,Montrose,other,1382
14864,Wyndham,other,1382
14865,Sandston,other,1382
14866,Chamberlayne,other,1382
14867,Lakeside,other,1382
14868,Tuckahoe,other,1382
14869,Laurel,other,1382
14870,Short Pump,other,1382
14871,East Highland Park,other,1382
14872,Hanover,other,1384
14873,Ashland,other,1384
14874,Mechanicsville,other,1384
14875,Schuyler,other,1385
14876,Afton,other,"1388,1385"
14877,Shipman,other,1385
14878,Lovingston,other,1385
14879,Arrington,other,1385
14880,Nellysford,other,1385
14881,Wintergreen,other,"1804,1385"
14882,Shenandoah,other,1386
14883,Luray,other,1386
14884,Stanley,other,1386
14885,Stafford Courthouse,other,1387
14886,Falmouth,other,1387
14887,Quantico Base,other,"1387,1403"
14888,Aquia Harbour,other,1387
14889,Boswell's Corner,other,1387
14890,Camp Barrett,other,1387
14891,Southern Gateway,other,1387
14892,Esmont,other,1388
14893,Rio,other,1388
14894,Keswick,other,1388
14895,Free Union,other,1388
14896,Crozet,other,1388
14897,North Garden,other,1388
14898,Hollymead,other,1388
14899,Rivanna,other,1388
14900,Pantops,other,1388
14901,Piney Mountain,other,1388
14902,Earlysville,other,1388
14903,Scottsville,other,"1388,4059"
14904,University of Virginia,other,1388
14905,Ivy,other,1388
14906,Basin City,other,1390
14907,Mesa,other,1390
14908,Pasco,other,1390
14909,West Pasco,other,1390
14910,Kahlotus,other,1390
14911,Connell,other,1390
14912,Womelsdorf (Coalton),other,1391
14913,Montrose,other,1391
14914,Bowden,other,1391
14915,Pickens,other,1391
14916,Dailey,other,1391
14917,Huttonsville,other,1391
14918,Mill Creek,other,1391
14919,Valley Bend,other,1391
14920,Harman,other,1391
14921,Norton,other,1391
14922,Whitmer,other,1391
14923,East Dailey,other,1391
14924,Valley Head,other,1391
14925,Helvetia,other,1391
14926,Beverly,other,1391
14927,Elkins,other,1391
14928,Reedy,other,1392
14929,Spencer,other,1392
14930,Groves,other,1393
14931,Bevil Oaks,other,1393
14932,Port Arthur,other,"1393,1777"
14933,Fannett,other,1393
14934,Taylor Landing,other,1393
14935,Central Gardens,other,1393
14936,China,other,1393
14937,Beauxart Gardens,other,1393
14938,Hamshire,other,1393
14939,Port Neches,other,1393
14940,Beaumont,other,1393
14941,Nome,other,1393
14942,Nederland,other,1393
14943,Blossom,other,1394
14944,Paris,other,1394
14945,Powderly,other,1394
14946,Petty,other,1394
14947,Sun Valley,other,1394
14948,Toco,other,1394
14949,Roxton,other,1394
14950,Brookston,other,1394
14951,Reno,other,"3823,2520,1394"
14952,Deport,other,"1566,1394"
14953,Whiterocks,other,1395
14954,Lapoint,other,1395
14955,Fort Duchesne,other,1395
14956,Randlett,other,1395
14957,Ballard,other,1395
14958,Naples,other,1395
14959,Vernal,other,1395
14960,Maeser,other,1395
14961,Jensen,other,1395
14962,Bonanza,other,1395
14963,Concord,other,1396
14964,Gilman,other,1396
14965,Lunenburg,other,1396
14966,Beecher Falls,other,1396
14967,Canaan,other,1396
14968,Island Pond,other,1396
14969,Wachapreague,other,1397
14970,Chincoteague,other,1397
14971,Pungoteague,other,1397
14972,Painter,other,1397
14973,Whitesville,other,1397
14974,Bayside,other,1397
14975,Accomac,other,1397
14976,Schooner Bay,other,1397
14977,Tasley,other,1397
14978,New Church,other,1397
14979,Metompkin,other,1397
14980,Lee Mont,other,1397
14981,Pastoria,other,1397
14982,Locust Mount,other,1397
14983,Makemie Park,other,1397
14984,Melfa,other,1397
14985,Hallwood,other,1397
14986,Harborton,other,1397
14987,Chase Crossing,other,1397
14988,Mappsburg,other,1397
14989,Saxis,other,1397
14990,Savage Town,other,1397
14991,Sanford,other,1397
14992,Cats Bridge,other,1397
14993,Belle Haven,other,"2084,1397,3374"
14994,Mappsville,other,1397
14995,Bloxom,other,1397
14996,Keller,other,1397
14997,Tangier,other,1397
14998,Savageville,other,1397
14999,Bobtown,other,1397
15000,Gargatha,other,1397
15001,Quinby,other,1397
15002,Greenbush,other,1397
15003,Oak Hall,other,1397
15004,Captains Cove,other,1397
15005,Nelsonia,other,1397
15006,Deep Creek,other,1397
15007,Atlantic,other,1397
15008,Temperanceville,other,1397
15009,Horntown,other,1397
15010,Modest Town,other,1397
15011,Greenbackville,other,1397
15012,Boston,other,1397
15013,Parksley,other,1397
15014,Onancock,other,1397
15015,Onley,other,1397
15016,Wattsville,other,1397
15017,Southside Chesconessex,other,1397
15018,Montross,other,1398
15019,Colonial Beach,other,1398
15020,Deltaville,other,1399
15021,Urbanna,other,1399
15022,Saluda,other,1399
15023,Pocahontas,other,1400
15024,Doran,other,1400
15025,Jewell Ridge,other,1400
15026,Richlands,other,1400
15027,Gratton,other,1400
15028,Tazewell,other,1400
15029,Boissevain,other,1400
15030,Amonate,other,1400
15031,Bluefield,other,1400
15032,Falls Mills,other,1400
15033,Pounding Mill,other,1400
15034,Claypool Hill,other,1400
15035,Raven,other,"2010,1400"
15036,Springville,other,1400
15037,Cedar Bluff,other,1400
15038,Abbs Valley,other,1400
15039,Brucetown,other,1401
15040,Stephens City,other,1401
15041,Lake Holiday,other,1401
15042,Gore,other,1401
15043,Middletown,other,1401
15044,Shawneeland,other,1401
15045,Lovettsville,other,1402
15046,Kincora,other,1402
15047,Moorefield,other,1402
15048,Hamilton,other,1402
15049,Waterford,other,1402
15050,Arcola,other,1402
15051,South Riding,other,1402
15052,Goose Creek Village,other,1402
15053,University Center,other,1402
15054,Stone Ridge,other,1402
15055,Hillsboro,other,1402
15056,Round Hill,other,1402
15057,Herndon,other,"1402,3374"
15058,Ashburn,other,1402
15059,One Loudoun,other,1402
15060,Cascades,other,1402
15061,Aldie,other,1402
15062,Leesburg,other,1402
15063,Middleburg,other,1402
15064,Lowes Island,other,1402
15065,Oak Grove,other,1402
15066,Lansdowne,other,1402
15067,Brambleton,other,1402
15068,Loudoun Valley Estates,other,1402
15069,Sterling,other,1402
15070,Belmont,other,1402
15071,Broadlands,other,1402
15072,Countryside,other,1402
15073,Sugarland Run,other,1402
15074,Purcellville,other,1402
15075,Dulles Town Center,other,1402
15076,Occoquan,other,"1403,3374"
15077,Haymarket,other,1403
15078,Sudley,other,1403
15079,Linton Hall,other,1403
15080,Leesylvania,other,1403
15081,Dale City,other,1403
15082,Dumfries,other,1403
15083,County Center,other,1403
15084,Cherry Hill,other,1403
15085,Potomac Mills,other,1403
15086,Buckhall,other,1403
15087,Yorkshire,other,1403
15088,Bull Run,other,"1403,3374"
15089,Lake Ridge,other,1403
15090,Independent Hill,other,1403
15091,Gainesville,other,1403
15092,Montclair,other,1403
15093,Woodbridge,other,1403
15094,Bull Run Mountain Estates,other,1403
15095,Innovation,other,1403
15096,Quantico,other,1403
15097,Triangle,other,1403
15098,Loch Lomond,other,1403
15099,Nokesville,other,1403
15100,Fair Oaks,other,3374
15101,North Springfield,other,3374
15102,Seven Corners,other,3374
15103,Dunn Loring,other,3374
15104,Ravensworth,other,3374
15105,Woodlawn,other,"1781,3374"
15106,Navy,other,3374
15107,Hybla Valley,other,3374
15108,Kings Park West,other,3374
15109,Great Falls Crossing,other,3374
15110,McNair,other,3374
15111,Floris,other,3374
15112,Pimmit Hills,other,3374
15113,Clifton,other,3374
15114,Groveton,other,3374
15115,South Run,other,3374
15116,McLean,other,3374
15117,Hayfield,other,3374
15118,Merrifield,other,3374
15119,Hutchison,other,3374
15120,Mantua,other,3374
15121,Chantilly,other,3374
15122,Idylwood,other,3374
15123,West Springfield,other,3374
15124,Annandale,other,3374
15125,Burke,other,3374
15126,Great Falls,other,3374
15127,West Falls Church,other,3374
15128,Lake Barcroft,other,3374
15129,Lincolnia,other,3374
15130,Lorton,other,3374
15131,Mount Vernon,other,3374
15132,Reston,other,3374
15133,Springfield,other,3374
15134,Tysons,other,3374
15135,Wolf Trap,other,3374
15136,Sully Square,other,3374
15137,Union Mill,other,3374
15138,Braddock,other,3374
15139,Laurel Hill,other,3374
15140,Crosspointe,other,3374
15141,Fair Lakes,other,3374
15142,Greenbriar,other,3374
15143,Long Branch,other,3374
15144,Wakefield,other,"2748,3374"
15145,Mason Neck,other,3374
15146,Fairfax Station,other,3374
15147,Woodburn,other,3374
15148,Kingstowne,other,3374
15149,Bailey's Crossroads,other,3374
15150,Fort Belvoir,other,3374
15151,Centreville,other,3374
15152,Difficult Run,other,3374
15153,Burke Centre,other,3374
15154,Newington Forest,other,3374
15155,Vienna,other,3374
15156,Oakton,other,3374
15157,Franklin Farm,other,3374
15158,Newington,other,3374
15159,Dranesville,other,3374
15160,Huntington,other,3374
15161,Franconia,other,3374
15162,Kings Park,other,3374
15163,George Mason,other,3374
15164,Fort Hunt,other,3374
15165,Riverview,other,1405
15166,Coeburn,other,1405
15167,The University of Virginia's College at Wise,other,1405
15168,Wise,other,1405
15169,Tacoma,other,1405
15170,East Stone Gap,other,1405
15171,Big Stone Gap East,other,1405
15172,Appalachia,other,1405
15173,St. Paul,other,"1405,2010"
15174,Big Stone Gap,other,1405
15175,Pound,other,1405
15176,Dunbar,other,1405
15177,Stonega,other,1405
15178,Osaka,other,1405
15179,Tappahannock,other,1406
15180,Everson,other,1407
15181,Acme,other,1407
15182,Geneva,other,1407
15183,Marietta-Alderwood,other,1407
15184,Glacier,other,1407
15185,Sudden Valley,other,1407
15186,Blaine,other,1407
15187,Lynden,other,1407
15188,Bellingham,other,1407
15189,Deming,other,1407
15190,Kendall,other,1407
15191,Maple Falls,other,1407
15192,Peaceful Valley,other,1407
15193,Birch Bay,other,1407
15194,Custer,other,1407
15195,Point Roberts,other,1407
15196,Ferndale,other,1407
15197,Sumas,other,1407
15198,Nooksack,other,1407
15199,Tanglewilde,other,1408
15200,Bucoda,other,1408
15201,Lacey,other,1408
15202,Yelm,other,1408
15203,Olympia,other,1408
15204,Rainier,other,1408
15205,Tenino,other,1408
15206,Tumwater,other,1408
15207,North Yelm,other,1408
15208,Rochester,other,1408
15209,Grand Mound,other,1408
15210,Nisqually Indian Community,other,1408
15211,Prescott,other,1409
15212,Wallula,other,1409
15213,Walla Walla,other,1409
15214,Waitsburg,other,1409
15215,Dixie,other,1409
15216,Touchet,other,1409
15217,Walla Walla East,other,1409
15218,Burbank,other,1409
15219,Garrett,other,1409
15220,College Place,other,1409
15221,Hoodsport,other,1410
15222,Belfair,other,1410
15223,Allyn,other,1410
15224,Shelton,other,1410
15225,Union,other,1410
15226,Skokomish,other,1410
15227,Grapeview,other,1410
15228,Clinton,other,1411
15229,Coupeville,other,1411
15230,Langley,other,1411
15231,Oak Harbor,other,1411
15232,Camano,other,1411
15233,Freeland,other,1411
15234,Whidbey Island Station,other,1411
15235,Huntington,other,"1412,2382"
15236,Prichard,other,1412
15237,Crum,other,1412
15238,Ceredo,other,1412
15239,Fort Gay,other,1412
15240,Kenova,other,1412
15241,Wayne,other,1412
15242,Lavalette,other,1412
15243,Anawalt,other,1413
15244,Bradshaw,other,1413
15245,Crumpler,other,1413
15246,Pageton,other,1413
15247,Davy,other,1413
15248,Bartley,other,1413
15249,Vivian,other,1413
15250,Kimball,other,1413
15251,Berwind,other,1413
15252,Iaeger,other,1413
15253,Keystone,other,1413
15254,Northfork,other,1413
15255,War,other,1413
15256,Welch,other,1413
15257,Big Sandy,other,1413
15258,Raysal,other,1413
15259,Cucumber,other,1413
15260,Gary,other,1413
15261,Maybeury,other,1413
15262,Roderfield,other,1413
15263,North Hills,other,1414
15264,Parkersburg,other,1414
15265,Kanawha,other,1414
15266,Waverly,other,1414
15267,Vienna,other,1414
15268,Williamstown,other,1414
15269,Blennerhassett,other,1414
15270,Lubeck,other,1414
15271,Boaz,other,1414
15272,Washington,other,1414
15273,Mineralwells,other,1414
15274,Middleway,other,1415
15275,Charles Town,other,1415
15276,Ranson,other,1415
15277,Harpers Ferry,other,1415
15278,Shepherdstown,other,1415
15279,Bolivar,other,1415
15280,Shannondale,other,1415
15281,Shenandoah Junction,other,1415
15282,Franklin,other,1416
15283,Brandywine,other,1416
15284,Hillsboro,other,1417
15285,Bartow,other,1417
15286,Cass,other,1417
15287,Frank,other,1417
15288,Durbin,other,1417
15289,Huntersville,other,1417
15290,Marlinton,other,1417
15291,Green Bank,other,1417
15292,Arbovale,other,1417
15293,Woodman,other,1418
15294,Mount Hope,other,1418
15295,Dickeyville,other,1418
15296,Fennimore,other,1418
15297,Livingston,other,"1418,2804"
15298,Bloomington,other,1418
15299,Montfort,other,"1418,2804"
15300,Bagley,other,1418
15301,Cassville,other,1418
15302,Tennyson,other,1418
15303,Cuba City,other,"1418,3118"
15304,Muscoda,other,"1418,2804"
15305,Lancaster,other,1418
15306,Platteville,other,1418
15307,Potosi,other,1418
15308,Glen Haven,other,1418
15309,Sandy Hook,other,1418
15310,Patch Grove,other,1418
15311,Boscobel,other,1418
15312,Kieler,other,1418
15313,Blue River,other,1418
15314,Hazel Green,other,"1418,3118"
15315,Allouez,other,1419
15316,Hobart,other,1419
15317,Wrightstown,other,"3368,1419"
15318,Bellevue,other,1419
15319,Ashwaubenon,other,1419
15320,Greenleaf,other,1419
15321,Dyckesville,other,"2593,1419"
15322,Pulaski,other,"2611,3280,1419"
15323,De Pere,other,1419
15324,Suamico,other,1419
15325,Denmark,other,1419
15326,Howard,other,"3368,1419"
15327,Green Bay,other,1419
15328,Long Lake,other,1420
15329,Florence,other,1420
15330,Urie,other,1421
15331,Lyman,other,1421
15332,Bear River,other,1421
15333,Evanston,other,1421
15334,Lonetree,other,1421
15335,Carter,other,1421
15336,Mountain View,other,"2195,1421"
15337,Fort Bridger,other,1421
15338,Robertson,other,1421
15339,Byron,other,1422
15340,Burlington,other,1422
15341,Deaver,other,1422
15342,Frannie,other,"1422,2241"
15343,Basin,other,1422
15344,Greybull,other,1422
15345,Lovell,other,1422
15346,Manderson,other,1422
15347,Hyattville,other,1422
15348,Cowley,other,1422
15349,Shell,other,1422
15350,Winkelman,other,"1424,1423"
15351,Lower Santan Village,other,1423
15352,Casa Grande,other,1423
15353,Superior,other,1423
15354,Sacaton,other,1423
15355,Sweet Water Village,other,1423
15356,Sacaton Flats Village,other,1423
15357,Vaiva Vo,other,1423
15358,Santa Cruz,other,1423
15359,Kearny,other,1423
15360,Stotonic Village,other,1423
15361,Kohatk,other,1423
15362,Chuichu,other,1423
15363,Casa Blanca,other,1423
15364,Stanfield,other,1423
15365,Apache Junction,other,"2363,1423"
15366,Eloy,other,1423
15367,Blackwater,other,1423
15368,Tat Momoli,other,1423
15369,Ak-Chin Village,other,1423
15370,Top-of-the-World,other,"1424,1423"
15371,Picacho,other,1423
15372,Oracle,other,1423
15373,Maricopa,other,1423
15374,Queen Creek,other,"2363,1423"
15375,Florence,other,1423
15376,Dudleyville,other,1423
15377,San Manuel,other,1423
15378,Coolidge,other,1423
15379,Marana,other,"3986,1423"
15380,Wet Camp Village,other,1423
15381,Sacate Village,other,1423
15382,Saddlebrooke,other,1423
15383,Cactus Forest,other,1423
15384,Gold Canyon,other,1423
15385,Upper Santan Village,other,1423
15386,Campo Bonito,other,1423
15387,Mammoth,other,1423
15388,Hayden,other,"1424,1423"
15389,Arizona City,other,1423
15390,Goodyear Village,other,1423
15391,San Tan Valley,other,1423
15392,Queen Valley,other,1423
15393,Pinal,other,1424
15394,Hunter Creek,other,1424
15395,Miami,other,1424
15396,Kohls Ranch,other,1424
15397,Mesa del Caballo,other,1424
15398,East Verde Estates,other,1424
15399,Jakes Corner,other,1424
15400,East Globe,other,1424
15401,Roosevelt,other,1424
15402,Cutter,other,1424
15403,Tonto Basin,other,1424
15404,Gisela,other,1424
15405,Canyon Day,other,1424
15406,Young,other,1424
15407,Beaver Valley,other,1424
15408,Copper Hill,other,1424
15409,Payson,other,1424
15410,Roosevelt Estates,other,1424
15411,Carrizo,other,1424
15412,Cedar Creek,other,1424
15413,Bear Flat,other,1424
15414,Christopher Creek,other,1424
15415,Dripping Springs,other,1424
15416,El Capitan,other,1424
15417,Mead Ranch,other,1424
15418,Geronimo Estates,other,1424
15419,Washington Park,other,1424
15420,Oxbow Estates,other,1424
15421,Rye,other,1424
15422,Rock House,other,1424
15423,Haigler Creek,other,1424
15424,Claypool,other,1424
15425,Pine,other,1424
15426,Six Shooter Canyon,other,1424
15427,Flowing Springs,other,1424
15428,Tonto Village,other,1424
15429,Star Valley,other,1424
15430,San Carlos,other,1424
15431,Deer Creek,other,1424
15432,Round Valley,other,1424
15433,Globe,other,1424
15434,Freedom Acres,other,1424
15435,Whispering Pines,other,1424
15436,Icehouse Canyon,other,1424
15437,Strawberry,other,1424
15438,Central Heights-Midland City,other,1424
15439,Wheatfields,other,1424
15440,Banks,other,1425
15441,Hermitage,other,1425
15442,Warren,other,1425
15443,Bradley,other,1426
15444,Buckner,other,1426
15445,Stamps,other,1426
15446,Lewisville,other,1426
15447,Bearden,other,1427
15448,Camden,other,1427
15449,Chidester,other,1427
15450,Louann,other,1427
15451,Stephens,other,1427
15452,East Camden,other,1427
15453,Coy,other,1428
15454,Allport,other,1428
15455,England,other,1428
15456,Humnoke,other,1428
