pk,name,category,direct_parents
2145,Rutherford,county,37
2146,Traill,county,38
2147,Curry,county,41
2148,Klamath,county,41
2149,McCormick,county,45
2150,Putnam,county,17
2151,Henderson,county,21
2152,Martin,county,21
2153,Harlan,county,21
2154,Plaquemines,parish,22
2155,Tangipahoa,parish,22
2156,Queen Anne's,county,24
2157,Middlesex,county,25
2158,Baraga,county,26
2159,Wilcox,county,1
2160,New Madrid,county,29
2161,Keokuk,county,19
2162,Morgan,county,21
2163,Crittenden,county,21
2164,Weakley,county,47
2165,Calhoun,county,48
2166,Marion,county,48
2167,Gloucester,county,51
2168,Buchanan,county,51
2169,Morgan,county,54
2170,Buffalo,county,55
2171,Jefferson,county,5
2172,Huerfano,county,8
2173,Pitkin,county,8
2174,Pierce,county,13
2175,Taliaferro,county,13
2176,Cassia,county,16
2177,Gibson,county,18
2178,Sullivan,county,42
2179,Greenwood,county,45
2180,Williamson,county,47
2181,Benton,county,47
2182,Morgan,county,47
2183,Ellis,county,48
2184,Howard,county,48
2185,LaSalle,parish,22
2186,Redwood,county,27
2187,Humphreys,county,28
2188,Garfield,county,30
2189,Montgomery,county,37
2190,Sheridan,county,38
2191,Chesterfield,county,51
2192,Rockbridge,county,51
2193,Prince George,county,51
2194,Yakima,county,53
2195,Natrona,county,56
2196,Colbert,county,1
2197,Contra Costa,county,6
2198,Santa Barbara,county,6
2199,Larimer,county,8
2200,Grand,county,8
2201,Jackson,county,12
2202,Clinton,county,17
2203,Mercer,county,34
2204,Coleman,county,48
2205,Roberts,county,48
2206,Charlotte,county,51
2207,Calhoun,county,54
2208,Cook,county,17
2209,Riverside,county,6
2210,Strafford,county,33
2211,Burke,county,38
2212,Bennett,county,46
2213,Hamilton,county,20
2214,Cape May,county,34
2215,Union,county,12
2216,Norfolk,county,25
2217,St. Clair,county,26
2218,Faribault,county,27
2219,Muhlenberg,county,21
2220,Elliott,county,21
2221,Andrews,county,48
2222,Kane,county,49
2223,King George,county,51
2224,Grays Harbor,county,53
2225,Teton,county,56
2226,Newton,county,13
2227,Graham,county,37
2228,Richland,county,38
2229,Gilliam,county,41
2230,York,county,45
2231,Columbia,county,13
2232,Brown,county,20
2233,Burlington,county,34
2234,Hardin,county,21
2235,Vermilion,parish,22
2236,Fairbanks North Star,borough,2
2237,Kodiak Island,borough,2
2238,Marquette,county,26
2239,Gogebic,county,26
2240,Holt,county,29
2241,Park,county,56
2242,Lake,county,6
2243,Greene,county,13
2244,Murray,county,13
2245,Oglethorpe,county,13
2246,Canyon,county,16
2247,Henry,county,18
2248,Menifee,county,21
2249,Natchitoches,parish,22
2250,Jefferson Davis,parish,22
2251,Brown,county,27
2252,Daviess,county,29
2253,Petroleum,county,30
2254,Livingston,county,36
2255,Martin,county,37
2256,Greene,county,37
2257,Blair,county,42
2258,Huntingdon,county,42
2259,Bamberg,county,45
2260,Rhea,county,47
2261,Marshall,county,47
2262,Comal,county,48
2263,Guadalupe,county,48
2264,Washington,county,48
2265,Botetourt,county,51
2266,Douglas,county,53
2267,Marion,county,5
2268,Lassen,county,6
2269,Archuleta,county,8
2270,Kiowa,county,8
2271,Cheyenne,county,8
2272,Rio Blanco,county,8
2273,Madison,county,48
2274,Avoyelles,parish,22
2275,Madison,county,13
2276,Appling,county,13
2277,Hancock,county,13
2278,Florence,county,45
2279,Davison,county,46
2280,Anderson,county,47
2281,Austin,county,48
2282,Anderson,county,20
2283,Grayson,county,21
2284,Harris,county,48
2285,Alleghany,county,51
2286,King,county,53
2287,Stevens,county,53
2288,Door,county,55
2289,Sheridan,county,56
2290,Amador,county,6
2291,Lamar,county,13
2292,Butte,county,16
2293,Lexington,county,45
2294,Lyman,county,46
2295,Dewey,county,46
2296,McMinn,county,47
2297,Humphreys,county,47
2298,Smith,county,48
2299,Henderson,county,48
2300,Motley,county,48
2301,Morehouse,parish,22
2302,Norman,county,27
2303,Lake,county,30
2304,Broadwater,county,30
2305,Grant,county,31
2306,Jones,county,37
2307,Davie,county,37
2308,Seminole,county,40
2309,Dauphin,county,42
2310,Cimarron,county,40
2311,Providence,county,44
2312,Tipton,county,47
2313,Halifax,county,51
2314,Weber,county,49
2315,Pulaski,county,51
2316,King William,county,51
2317,Wyoming,county,54
2318,Washington,county,1
2319,Hamilton,county,12
2320,Habersham,county,13
2321,Washington,county,17
2322,Erie,county,36
2323,Clinton,county,36
2324,Sabine,parish,22
2325,Lac qui Parle,county,27
2326,Lewis,county,53
2327,Fremont,county,56
2328,Ventura,county,6
2329,Alfalfa,county,40
2330,Wolfe,county,21
2331,Livingston,parish,22
2332,Mora,county,35
2333,Hampton,county,45
2334,Shelby,county,48
2335,Sanpete,county,49
2336,Clackamas,county,41
2337,Letcher,county,21
2338,Sagadahoc,county,23
2339,Nicholas,county,21
2340,Dallam,county,48
2341,Jackson,county,5
2342,Washington,county,13
2343,Mellette,county,46
2344,Rains,county,48
2345,Sumter,county,1
2346,San Miguel,county,8
2347,Volusia,county,12
2348,Santa Rosa,county,12
2349,Lemhi,county,16
2350,Bergen,county,34
2351,Niagara,county,36
2352,Calvert,county,24
2353,Hale,county,1
2354,Martin,county,27
2355,Cape Girardeau,county,29
2356,Erie,county,42
2357,Lancaster,county,45
2358,Sullivan,county,47
2359,Hansford,county,48
2360,Henry,county,51
2361,Highland,county,51
2362,Hardy,county,54
2363,Maricopa,county,4
2364,Lawrence,county,5
2365,Gunnison,county,8
2366,Mitchell,county,13
2367,Warren,county,13
2368,Owen,county,21
2369,Stoddard,county,29
2370,Pulaski,county,29
2371,Teton,county,30
2372,Cumberland,county,37
2373,Franklin,county,37
2374,Brooks,county,48
2375,Trinity,county,48
2376,Navajo,county,4
2377,Polk,county,5
2378,Southeast Fairbanks,census area,2
2379,Crenshaw,county,1
2380,Clay,county,21
2381,Tooele,county,49
2382,Cabell,county,54
2383,Arkansas,county,5
2384,Putnam,county,47
2385,Hernando,county,12
2386,Union,county,37
2387,Anderson,county,21
2388,Clearwater,county,16
2389,Geneva,county,1
2390,Henry,county,1
2391,Chambers,county,1
2392,Lamar,county,1
2393,Limestone,county,1
2394,Jackson,county,17
2395,Baker,county,12
2396,Jasper,county,17
2397,Perry,county,17
2398,Harris,county,13
2399,Forrest,county,28
2400,Hoke,county,37
2401,Billings,county,38
2402,Muskogee,county,40
2403,Sherman,county,41
2404,Perquimans,county,37
2405,Lane,county,41
2406,Sabine,county,48
2407,Brewster,county,48
2408,Fresno,county,6
2409,Salt Lake,county,49
2410,Spotsylvania,county,51
2411,Gilmer,county,54
2412,Leon,county,12
2413,Washington,county,16
2414,Martinsville,independent city,51
2415,Solano,county,6
2416,Scotland,county,37
2417,Le Flore,county,40
2418,Giles,county,47
2419,Harrison,county,18
2420,Twiggs,county,13
2421,Hennepin,county,27
2422,Keith,county,31
2423,Anson,county,37
2424,Stanley,county,46
2425,Manassas Park,independent city,51
2426,Alpena,county,26
2427,Jay,county,18
2428,Jersey,county,17
2429,Franklin,county,13
2430,Oneida,county,16
2431,Union,county,17
2432,Pope,county,17
2433,Indian River,county,12
2434,Edgar,county,17
2435,Knox,county,17
2436,Bay,county,12
2437,Madison,county,17
2438,Winnebago,county,17
2439,Shelby,county,17
2440,Holmes,county,12
2441,Tazewell,county,17
2442,Sangamon,county,17
2443,DeKalb,county,17
2444,Hart,county,13
2445,Towns,county,13
2446,Crawford,county,18
2447,Wyandotte,county,20
2448,Pottawattamie,county,19
2449,Wayne,county,19
2450,Labette,county,20
2451,Dickinson,county,19
2452,Woodbury,county,19
2453,Emmet,county,19
2454,Meade,county,21
2455,Oldham,county,21
2456,Calloway,county,21
2457,Polk,county,12
2458,Seneca,county,36
2459,Clay,county,12
2460,Iroquois,county,17
2461,Greene,county,17
2462,Vermillion,county,18
2463,LaPorte,county,18
2464,Prince of Wales-Hyder,census area,2
2465,Hoonah-Angoon,census area,2
2466,Dukes,county,25
2467,Nantucket,county,25
2468,Mackinac,county,26
2469,Tallapoosa,county,1
2470,Oceana,county,26
2471,Tuscola,county,26
2472,Cherokee,county,20
2473,Sumner,county,20
2474,Jewell,county,20
2475,Muscatine,county,19
2476,Appanoose,county,19
2477,Morton,county,20
2478,Norton,county,20
2479,Sherman,county,20
2480,Doniphan,county,20
2481,Broome,county,36
2482,Rockland,county,36
2483,Cumberland,county,21
2484,Monroe,county,36
2485,Franklin,county,36
2486,Claiborne,parish,22
2487,Washington,county,23
2488,Hardee,county,12
2489,Putnam,county,36
2490,Chisago,county,27
2491,Wabasha,county,27
2492,Amite,county,28
2493,Lauderdale,county,28
2494,Tippah,county,28
2495,Alcorn,county,28
2496,Newton,county,29
2497,Nodaway,county,29
2498,Crawford,county,17
2499,Clark,county,17
2500,Antrim,county,26
2501,Rock,county,27
2502,Traverse,county,27
2503,Roseau,county,27
2504,Houston,county,27
2505,Santa Cruz,county,4
2506,Scott,county,5
2507,Medina,county,39
2508,Noble,county,39
2509,Mercer,county,38
2510,Stark,county,38
2511,Wells,county,38
2512,Dallas,county,48
2513,Hood,county,48
2514,Somervell,county,48
2515,Peoria,county,17
2516,Cherokee,county,1
2517,Warren,county,39
2518,Champaign,county,39
2519,Richland,county,39
2520,Parker,county,48
2521,Eastland,county,48
2522,Brown,county,48
2523,Calhoun,county,13
2524,Overton,county,47
2525,Neosho,county,20
2526,McPherson,county,20
2527,Franklin,county,20
2528,Stafford,county,20
2529,Allen,county,20
2530,Antelope,county,31
2531,Johnson,county,31
2532,Dawson,county,31
2533,Harding,county,46
2534,Shelby,county,47
2535,Lawrence,county,47
2536,Lewis,county,47
2537,Ottawa,county,20
2538,Kingman,county,20
2539,Logan,county,20
2540,Durham,county,37
2541,Orange,county,37
2542,Henderson,county,37
2543,Moore,county,37
2544,Yell,county,5
2545,Izard,county,5
2546,Jeff Davis,county,13
2547,Pulaski,county,13
2548,Preble,county,39
2549,Greeley,county,20
2550,Stevens,county,20
2551,Lane,county,20
2552,Sheboygan,county,55
2553,Milwaukee,county,55
2554,Manitowoc,county,55
2555,Cass,county,31
2556,Douglas,county,31
2557,Clermont,county,39
2558,Defiance,county,39
2559,Murray,county,27
2560,Union,county,28
2561,Warren,county,47
2562,Stanton,county,20
2563,Lawrence,county,18
2564,Morgan,county,18
2565,Montgomery,county,18
2566,Miami,county,18
2567,Gove,county,20
2568,Androscoggin,county,23
2569,Washtenaw,county,26
2570,Montcalm,county,26
2571,Clare,county,26
2572,Coahoma,county,28
2573,Lincoln,county,28
2574,Pierce,county,55
2575,Jefferson,county,16
2576,Scott,county,20
2577,Elk,county,20
2578,Marshall,county,21
2579,Sullivan,county,29
2580,Sweet Grass,county,30
2581,Los Alamos,county,35
2582,Randolph,county,37
2583,Lincoln,county,5
2584,Marion,county,47
2585,Pickett,county,47
2586,Refugio,county,48
2587,Harrison,county,48
2588,Vilas,county,55
2589,Jerome,county,16
2590,Prairie,county,30
2591,Fallon,county,30
2592,Colfax,county,31
2593,Kewaunee,county,55
2594,Elbert,county,8
2595,Alamosa,county,8
2596,Elko,county,32
2597,Macon,county,13
2598,Seminole,county,13
2599,Houston,county,47
2600,Hamilton,county,48
2601,Pulaski,county,21
2602,St. Croix,county,55
2603,Carbon,county,56
2604,Lea,county,35
2605,Otero,county,35
2606,Gratiot,county,26
2607,Wexford,county,26
2608,Jefferson,county,39
2609,Lake,county,39
2610,Warren,county,21
2611,Oconto,county,55
2612,Mississippi,county,29
2613,Oregon,county,29
2614,Mecosta,county,26
2615,Kalkaska,county,26
2616,Bradford,county,42
2617,Crawford,county,42
2618,Warren,county,42
2619,Panola,county,28
2620,Calhoun,county,28
2621,Pontotoc,county,28
2622,Clay,county,48
2623,Bingham,county,16
2624,Wayne,county,47
2625,Montgomery,county,21
2626,Barren,county,21
2627,Bent,county,8
2628,Mineral,county,8
2629,Clayton,county,13
2630,Montague,county,48
2631,Collingsworth,county,48
2632,Crisp,county,13
2633,Russell,county,21
2634,Burnett,county,55
2635,Storey,county,32
2636,San Miguel,county,35
2637,Curry,county,35
2638,Union,county,35
2639,Steuben,county,36
2640,Caswell,county,37
2641,Pike,county,13
2642,Grant,county,40
2643,Harper,county,40
2644,Ozaukee,county,55
2645,Chattahoochee,county,13
2646,Logan,county,5
2647,Poinsett,county,5
2648,Madison,county,5
2649,Beltrami,county,27
2650,Otter Tail,county,27
2651,Mille Lacs,county,27
2652,Adair,county,40
2653,Dooly,county,13
2654,Webster,county,13
2655,Gem,county,16
2656,Stone,county,29
2657,Vernon,county,29
2658,Fulton,county,42
2659,Clay,county,46
2660,Moody,county,46
2661,Randolph,county,13
2662,Haywood,county,47
2663,Morris,county,20
2664,Sedgwick,county,20
2665,Reno,county,20
2666,Shelby,county,29
2667,Green,county,21
2668,Pendleton,county,21
2669,Bartow,county,13
2670,Morgan,county,13
2671,Grundy,county,47
2672,Jackson,county,20
2673,Osage,county,20
2674,Valley,county,31
2675,Sherman,county,31
2676,Logan,county,31
2677,Wahkiakum,county,53
2678,Emmons,county,38
2679,Pope,county,5
2680,Lorain,county,39
2681,Adams,county,38
2682,Cavalier,county,38
2683,Marion,county,20
2684,Rice,county,20
2685,Cloud,county,20
2686,Hancock,county,54
2687,Jackson,county,54
2688,Brooke,county,54
2689,Newton,county,5
2690,Toole,county,30
2691,Cheyenne,county,31
2692,Scotland,county,29
2693,Le Sueur,county,27
2694,Kandiyohi,county,27
2695,Hubbard,county,27
2696,Racine,county,55
2697,Atkinson,county,13
2698,Minidoka,county,16
2699,Stark,county,17
2700,Martin,county,18
2701,Jasper,county,18
2702,Thomas,county,20
2703,Assumption,parish,22
2704,Penobscot,county,23
2705,Saline,county,31
2706,Greene,county,51
2707,Cannon,county,47
2708,Hunt,county,48
2709,Chickasaw,county,19
2710,Jefferson,county,20
2711,Gentry,county,29
2712,Dent,county,29
2713,Iron,county,49
2714,Sevier,county,49
2715,Lamoille,county,50
2716,Vermilion,county,17
2717,Albany,county,56
2718,Weston,county,56
2719,Andrew,county,29
2720,Clark,county,29
2721,Monroe,county,17
2722,Jefferson,county,42
2723,Martin,county,12
2724,Flagler,county,12
2725,Newport News,independent city,51
2726,Clarke,county,51
2727,Jasper,county,29
2728,Barry,county,29
2729,Comanche,county,40
2730,Brule,county,46
2731,Day,county,46
2732,Upshur,county,54
2733,Burleigh,county,38
2734,Ada,county,16
2735,Benewah,county,16
2736,Ellis,county,20
2737,Dewey,county,40
2738,Blaine,county,40
2739,Crook,county,41
2740,Richmond,independent city,51
2741,Fayette,county,54
2742,Webster,county,54
2743,Wallowa,county,41
2744,Beaver,county,42
2745,Union,county,39
2746,Tuscarawas,county,39
2747,Hill,county,48
2748,Sussex,county,51
2749,Lee,county,17
2750,Mercer,county,17
2751,Clay,county,28
2752,Randolph,county,29
2753,Phelps,county,29
2754,Hardin,county,48
2755,Nacogdoches,county,48
2756,Dickens,county,48
2757,Potter,county,48
2758,Conejos,county,8
2759,Macon,county,17
2760,Hanson,county,46
2761,Potter,county,46
2762,Jerauld,county,46
2763,Deaf Smith,county,48
2764,Washington,county,49
2765,Bennington,county,50
2766,Baxter,county,5
2767,Prowers,county,8
2768,Kit Carson,county,8
2769,Berks,county,42
2770,Trousdale,county,47
2771,Columbia,county,55
2772,Wood,county,55
2773,Butts,county,13
2774,Clarke,county,13
2775,Sharp,county,5
2776,Ross,county,39
2777,Vinton,county,39
2778,Cambria,county,42
2779,Lynchburg,independent city,51
2780,Galax,independent city,51
2781,Quitman,county,13
2782,Ogle,county,17
2783,McKean,county,42
2784,Ripley,county,18
2785,Blackford,county,18
2786,Mahaska,county,19
2787,Buchanan,county,19
2788,Black Hawk,county,19
2789,Harrison,county,39
2790,Limestone,county,48
2791,Swisher,county,48
2792,Tom Green,county,48
2793,Falls Church,independent city,51
2794,Norton,independent city,51
2795,Coles,county,17
2796,Echols,county,13
2797,Polk,county,47
2798,Shannon,county,29
2799,Ray,county,29
2800,Henry,county,29
2801,Milam,county,48
2802,Marion,county,29
2803,Jackson,county,47
2804,Iowa,county,55
2805,Caledonia,county,50
2806,Brunswick,county,51
2807,Columbia,county,5
2808,St. Louis,independent city,29
2809,Lycoming,county,42
2810,Marathon,county,55
2811,Kern,county,6
2812,Monroe,county,12
2813,Meriwether,county,13
2814,Dawson,county,13
2815,Jefferson,county,19
2816,Pulaski,county,5
2817,Okfuskee,county,40
2818,Carbon,county,42
2819,Petersburg,independent city,51
2820,Whiteside,county,17
2821,Williamson,county,17
2822,Henderson,county,47
2823,Dallas,county,19
2824,Hamilton,county,19
2825,Iowa,county,19
2826,Bollinger,county,29
2827,Okmulgee,county,40
2828,Gray,county,48
2829,Randall,county,48
2830,Young,county,48
2831,Shackelford,county,48
2832,Mason,county,48
2833,Schleicher,county,48
2834,Bland,county,51
2835,Bradley,county,47
2836,Waupaca,county,55
2837,Langlade,county,55
2838,St. Clair,county,29
2839,Maries,county,29
2840,Benton,county,29
2841,Norfolk,independent city,51
2842,Borden,county,48
2843,Kankakee,county,17
2844,Chippewa,county,55
2845,Platte,county,56
2846,Charlotte,county,12
2847,Suffolk,independent city,51
2848,Bristol,independent city,51
2849,Marion,county,13
2850,Sedgwick,county,8
2851,Windham,county,9
2852,Pike,county,29
2853,Kane,county,17
2854,Sarasota,county,12
2855,Brown,county,17
2856,Franklin,county,1
2857,Glascock,county,13
2858,Washington,county,19
2859,Hancock,county,19
2860,Adams,county,19
2861,Pittsburg,county,40
2862,Rogers,county,40
2863,Luzerne,county,42
2864,Lackawanna,county,42
2865,Lee,county,1
2866,Schenectady,county,36
2867,Chemung,county,36
2868,Dutchess,county,36
2869,Morgan,county,1
2870,Berrien,county,26
2871,Washington,county,37
2872,Dickinson,county,26
2873,Columbia,county,36
2874,Union,county,21
2875,Pemiscot,county,29
2876,Polk,county,19
2877,Humboldt,county,19
2878,Poweshiek,county,19
2879,Shelby,county,19
2880,Chilton,county,1
2881,Tillamook,county,41
2882,Kootenai,county,16
2883,Taney,county,29
2884,Howell,county,29
2885,Dade,county,13
2886,Dearborn,county,18
2887,Randolph,county,18
2888,Allen,county,18
2889,Umatilla,county,41
2890,Allamakee,county,19
2891,Boone,county,21
2892,Fannin,county,13
2893,Stephens,county,13
2894,Sarpy,county,31
2895,Nye,county,32
2896,Fremont,county,19
2897,Watauga,county,37
2898,Warrick,county,18
2899,Jefferson,county,17
2900,Moffat,county,8
2901,Ralls,county,29
2902,Barton,county,29
2903,Sheridan,county,30
2904,Chase,county,31
2905,Van Buren,county,26
2906,Lenawee,county,26
2907,Hillsdale,county,26
2908,Avery,county,37
2909,Dale,county,1
2910,Carroll,county,17
2911,Washington,county,5
2912,Hancock,county,21
2913,Cameron,parish,22
2914,Texas,county,40
2915,Ellis,county,40
2916,Perry,county,1
2917,Fayette,county,1
2918,Albany,county,36
2919,Sussex,county,34
2920,Wapello,county,19
2921,Grundy,county,19
2922,Butler,county,19
2923,Bremer,county,19
2924,Madison,county,19
2925,Montgomery,county,19
2926,Elkhart,county,18
2927,Leavenworth,county,20
2928,Hood River,county,41
2929,Kent,county,44
2930,Pike,county,17
2931,Decatur,county,13
2932,Walker,county,13
2933,Stephenson,county,17
2934,Humboldt,county,32
2935,Lincoln,county,32
2936,Carroll,county,33
2937,Lyon,county,19
2938,Smith,county,20
2939,Sullivan,county,18
2940,Fulton,county,5
2941,Baca,county,8
2942,Harlan,county,31
2943,Gage,county,31
2944,Thayer,county,31
2945,Hancock,county,23
2946,Matanuska-Susitna,borough,2
2947,Muskegon,county,26
2948,Bibb,county,1
2949,Clay,county,1
2950,Gates,county,37
2951,Slope,county,38
2952,Dickey,county,38
2953,Kenai Peninsula,borough,2
2954,Juneau,borough,2
2955,Chugach,census area,2
2956,Kusilvak,census area,2
2957,Harford,county,24
2958,Haines,borough,2
2959,Essex,county,25
2960,Hampden,county,25
2961,Adair,county,19
2962,Louisa,county,19
2963,Roger Mills,county,40
2964,Delaware,county,40
2965,Franklin,county,17
2966,Randolph,county,1
2967,Cochise,county,4
2968,Wright,county,19
2969,Washington,county,20
2970,Payette,county,16
2971,Jefferson,county,18
2972,Page,county,19
2973,Taylor,county,19
2974,Ringgold,county,19
2975,Carson City,other,32
2976,Sullivan,county,33
2977,Rusk,county,55
2978,Greenlee,county,4
2979,McCracken,county,21
2980,Latah,county,16
2981,Knox,county,31
2982,Cleveland,county,37
2983,Rockingham,county,37
2984,Person,county,37
2985,Washington,county,55
2986,Niobrara,county,56
2987,Washakie,county,56
2988,Warren,county,18
2989,Richmond,county,36
2990,Cortland,county,36
2991,Mason,county,21
2992,Cherry,county,31
2993,Calhoun,county,1
2994,Iosco,county,26
2995,Alcona,county,26
2996,Nowata,county,40
2997,Marshall,county,20
2998,Graves,county,21
2999,Gallatin,county,21
3000,Tompkins,county,36
3001,Webster,county,19
3002,Bay,county,26
3003,Ste. Genevieve,county,29
3004,Washington,county,40
3005,Jackson,county,41
3006,Lake,county,41
3007,Chautauqua,county,20
3008,Wayne,county,36
3009,Calhoun,county,19
3010,Greene,county,19
3011,Sac,county,19
3012,Floyd,county,19
3013,Jasper,county,19
3014,Decatur,county,18
3015,Tipton,county,18
3016,Orange,county,18
3017,Marshall,county,17
3018,Gallatin,county,17
3019,Davis,county,19
3020,Clayton,county,19
3021,Granville,county,37
3022,Todd,county,46
3023,Covington,county,1
3024,Schuyler,county,17
3025,Catoosa,county,13
3026,Bond,county,17
3027,Hardin,county,17
3028,Piatt,county,17
3029,Cedar,county,31
3030,Pawnee,county,31
3031,Coke,county,48
3032,Real,county,48
3033,Osborne,county,20
3034,Chase,county,20
3035,Shawnee,county,20
3036,Renville,county,38
3037,Greene,county,36
3038,Schoharie,county,36
3039,White,county,18
3040,Scott,county,18
3041,Kerr,county,48
3042,Uvalde,county,48
3043,Windham,county,50
3044,Portsmouth,independent city,51
3045,Lawrence,county,39
3046,Adams,county,39
3047,Pipestone,county,27
3048,Beckham,county,40
3049,Carroll,county,21
3050,Montgomery,county,36
3051,Johnson,county,48
3052,Obion,county,47
3053,Upson,county,13
3054,Barnwell,county,45
3055,Fillmore,county,27
3056,Butler,county,1
3057,Clay,county,29
3058,Mercer,county,29
3059,Owen,county,18
3060,Hancock,county,47
3061,Newton,county,48
3062,Stone,county,5
3063,Chester,county,45
3064,Ionia,county,26
3065,Osceola,county,26
3066,Gladwin,county,26
3067,Dillon,county,45
3068,Minnehaha,county,46
3069,Van Buren,county,19
3070,Montgomery,county,47
3071,Carroll,county,13
3072,Kings,county,6
3073,Fountain,county,18
3074,Otsego,county,26
3075,Montmorency,county,26
3076,Lyon,county,27
3077,Mathews,county,51
3078,Nemaha,county,20
3079,Phillips,county,20
3080,Bourbon,county,20
3081,Scott,county,17
3082,Richland,county,17
3083,Jones,county,48
3084,Elk,county,42
3085,Jim Wells,county,48
3086,Fisher,county,48
3087,Palo Pinto,county,48
3088,Carson,county,48
3089,Poquoson,independent city,51
3090,Lumpkin,county,13
3091,Brown,county,39
3092,Gallia,county,39
3093,Erath,county,48
3094,Atascosa,county,48
3095,Wilson,county,48
3096,Martin,county,48
3097,Zapata,county,48
3098,Panola,county,48
3099,Douglas,county,13
3100,Custer,county,46
3101,Jackson,county,28
3102,Winston,county,1
3103,George,county,28
3104,Boyle,county,21
3105,Webster,county,21
3106,Cochran,county,48
3107,Teller,county,8
3108,Glades,county,12
3109,DeSoto,county,12
3110,Jones,county,13
3111,Hand,county,46
3112,Clark,county,46
3113,Hale,county,48
3114,Stephens,county,48
3115,Gregory,county,46
3116,Roberts,county,46
3117,Polk,county,55
3118,Lafayette,county,55
3119,Rush,county,18
3120,Schuylkill,county,42
3121,Mifflin,county,42
3122,Gregg,county,48
3123,Giles,county,51
3124,Miami,county,20
3125,Linn,county,20
3126,Decatur,county,20
3127,Cass,county,18
3128,Marion,county,18
3129,Carroll,county,18
3130,Jackson,county,26
3131,Midland,county,26
3132,Clinton,county,26
3133,Ingham,county,26
3134,Alexandria,independent city,51
3135,Pickens,county,13
3136,Paulding,county,13
3137,Monroe,county,39
3138,Columbiana,county,39
3139,Clarke,county,28
3140,Llano,county,48
3141,Duval,county,48
3142,Live Oak,county,48
3143,Moore,county,48
3144,Grayson,county,48
3145,Fannin,county,48
3146,Clinch,county,13
3147,Beadle,county,46
3148,Lake,county,46
3149,Jefferson,county,28
3150,McDonald,county,29
3151,Marshall,county,46
3152,Grant,county,21
3153,Edmonson,county,21
3154,Lincoln,county,21
3155,Laurens,county,13
3156,Forsyth,county,13
3157,Walworth,county,46
3158,Sully,county,46
3159,Bandera,county,48
3160,Kent,county,48
3161,Campbell,county,46
3162,Oglala Lakota,county,46
3163,Pepin,county,55
3164,Laramie,county,56
3165,Lincoln,county,56
3166,Montour,county,42
3167,Forest,county,42
3168,La Salle,county,48
3169,Hall,county,48
3170,Kinney,county,48
3171,Fulton,county,21
3172,Todd,county,21
3173,Fulton,county,36
3174,Putnam,county,18
3175,Boone,county,18
3176,Fayette,county,18
3177,Wells,county,18
3178,Glasscock,county,48
3179,Franklin,county,48
3180,Callahan,county,48
3181,Gonzales,county,48
3182,Jeff Davis,county,48
3183,Skamania,county,53
3184,Asotin,county,53
3185,Tyler,county,54
3186,Pleasants,county,54
3187,Ashtabula,county,39
3188,Love,county,40
3189,Allen,parish,22
3190,St. James,parish,22
3191,Calhoun,county,26
3192,Parmer,county,48
3193,Lipscomb,county,48
3194,Grand,county,49
3195,Juab,county,49
3196,Rutland,county,50
3197,Stewart,county,13
3198,Dougherty,county,13
3199,Thomas,county,13
3200,Buchanan,county,29
3201,Platte,county,29
3202,Hickman,county,21
3203,Robertson,county,21
3204,Skagway,other,2
3205,Walton,county,13
3206,Turner,county,13
3207,Douglas,county,46
3208,Hyde,county,46
3209,Madison,county,47
3210,Geary,county,20
3211,Brown,county,46
3212,Fayette,county,47
3213,Hardin,county,47
3214,Hot Spring,county,5
3215,Garland,county,5
3216,Parke,county,18
3217,Fairfield,county,45
3218,Concho,county,48
3219,Armstrong,county,48
3220,Cherokee,county,13
3221,Monroe,county,13
3222,Grady,county,13
3223,Alamance,county,37
3224,Todd,county,27
3225,Quitman,county,28
3226,Jones,county,28
3227,Hemphill,county,48
3228,Hettinger,county,38
3229,Pierce,county,38
3230,Howard,county,29
3231,Tioga,county,36
3232,Crow Wing,county,27
3233,Susquehanna,county,42
3234,Potter,county,42
3235,Daggett,county,49
3236,Orleans,county,50
3237,Texas,county,29
3238,Cooper,county,29
3239,Miller,county,29
3240,Rock,county,55
3241,Piute,county,49
3242,Sawyer,county,55
3243,Lincoln,county,46
3244,Atchison,county,29
3245,Monroe,county,29
3246,Knox,county,29
3247,Walworth,county,55
3248,Phelps,county,31
3249,Lawrence,county,1
3250,Dixon,county,31
3251,Wirt,county,54
3252,Clay,county,54
3253,Waushara,county,55
3254,Duplin,county,37
3255,Wilson,county,37
3256,Merrick,county,31
3257,Stark,county,39
3258,Marion,county,39
3259,Codington,county,46
3260,Hutchinson,county,46
3261,Faulk,county,46
3262,Catawba,county,37
3263,Guilford,county,37
3264,Lawrence,county,28
3265,Scott,county,28
3266,Webster,county,28
3267,Delaware,county,39
3268,Christian,county,29
3269,Ramsey,county,27
3270,Aitkin,county,27
3271,McLeod,county,27
3272,Pennington,county,27
3273,Grayson,county,51
3274,Hampton,independent city,51
3275,Franklin,county,29
3276,Wyoming,county,42
3277,Gaston,county,37
3278,Bowman,county,38
3279,Corson,county,46
3280,Shawano,county,55
3281,Yellowstone,county,30
3282,Dawson,county,30
3283,Daniels,county,30
3284,Hughes,county,46
3285,Summers,county,54
3286,Oneida,county,55
3287,Barron,county,55
3288,Forsyth,county,37
3289,Meeker,county,27
3290,Yadkin,county,37
3291,Alexander,county,37
3292,Spokane,county,53
3293,Ohio,county,54
3294,Dubois,county,18
3295,Hancock,county,18
3296,Kingsbury,county,46
3297,Edmunds,county,46
